,review_url,artist_id
391,/reviews/albums/18088-scott-walker-scott-walker-the-collection-1967-1970/,4636-scott-walker
392,/reviews/albums/13018-eats-darkness/,230-apostle-of-hustle
393,/reviews/albums/9577-songbird/,3107-willie-nelson
394,/reviews/albums/22602-telling-it-like-it-is/,30766-marching-church
395,/reviews/albums/20959-automaginary/,31611-bitchin-bajas
396,/reviews/albums/20959-automaginary/,33094-natural-information-society
397,/reviews/albums/13879-romance-is-boring/,5337-los-campesinos
398,/reviews/albums/hayley-williams-flowers-for-vases-descansos/,hayley-williams
399,/reviews/albums/1565-electric-circus/,806-common
400,/reviews/albums/22159-the-philips-years/,5062-nina-simone
401,/reviews/albums/14543-the-cradle/,5719-colour-revolt
402,/reviews/albums/12823-elvis-perkins-in-dearland/,5215-elvis-perkins-in-dearland
